body,title,url
 ,,https://www.eluniversalvideo.com.mx/videos/v_OzJPjYBwqpY.html
 ,Porfirio Muñoz Ledo,http://www.eluniversal.com.mx/autor-opinion/articulistas/porfirio-munoz-ledo
"  



    googletag.cmd.push(function() {
      googletag.display(""dfp-ad-top3_content"");
    });
  


Yanet García se consolidó como una de las consentidas en redes sociales por su labor en la pantalla chica, contrario a estas bellezas tapatías que primero saltaron del Instagram para retar a la famosa chica del clima regiomontana.
Sus millones de seguidores presumen que la influencer Yuliett Torres pose mejores curvas que la ex conductora de Hoy y de no ser por estar bloqueada por famosas de la farándula nacional la modelo ya estaría en programas de altos niveles de audiencia.
Parece que muy a pesar de Yanet, Yuliett se está abriendo camino en el espectáculo mexicano con intervenciones en videoclips de gruperos y por los patrocinadores que pagan jugosas sumas para ser su imagen.
Otro factor a considerar son los videos subidos de tono que publica en sus redes sociales y que con el tiempo le permite aparecer como portadas en medios nacionales e incluso internacionales.
Mary Baltazar, modelo de Instagram con más de 2.8 millones de fans, es sin duda una tapatía que pone a temblar a Yanet García. 
Algunas personas sostienen que la anatomía de la influencer es más natural y por ello debería de ser elegida como la más guapa.
Incluso refieren que las fotos de Mary despiertan la envida de la regiomontana por que siempre luce espectacular y casi no se le hacen retoques.
La tapatía logró saltar de la comunidad virtual a las pasarelas, donde se mantiene como una de las modelos más solicitadas por anunciantes de nuestro país.
En las últimas semanas otra que se sumó a la disputa de la corona por la influencer con mejor retaguardia fue Dafne Cosío, ‘La Barbie tapatía’, quien gracias a sus consejos pudo colaborar con el autor de la canción ‘Tusa’.
La bella escribió el tema ”Requisito"" junto con con Keytin, autor del sonado tema de Karol G y Nicky Minaj.
Dafne comenzó a tocar el piano, estudiar solfeo, y durante 12 años se ha preparado para darlo todo en el mundo de la música; así como es bailarina de ballet y tahitiano.
VER: 
Jugadora de Chivas pone a temblar aYanet  García
",Las influencers tapatías que hacen temblar a Yanet García,http://www.unionjalisco.mx/articulo/2020/06/02/espectaculos/las-influencers-tapatias-que-hacen-temblar-yanet-garcia
"  
En días pasados, Beatriz Gutiérrez Müller, esposa del presidente Andrés Manuel López Obrador, causó polémica en redes sociales al responder “no soy médico” a un usuario de Twitter, que le cuestionó cuándo atendería a los papás de niños con cáncer.
 
Horas después, Gutiérrez Müller bajó el mensaje, ofreció disculpas por su expresión, y agregó: “están muy inquisidores los adversarios de mi esposo ¡por algo será!”. 
 
Si bien es asidua a compartir imágenes de flores, fotos de la naturaleza, perfiles de escritores, además de ser promotora de la lectura en redes sociales y enemiga de las “fake news”, a dos años del triunfo electoral del Presidente, la coordinadora de Memoria Nacional Histórica y Cultural de México ha estado envuelta en polémicas en Facebook, Twitter e Instagram, donde suele dividir opiniones, a favor y en contra 
 

Primera dama de nada

En febrero del año pasado, una tuitera pidió a Beatriz Gutiérrez Müller “neutralidad” ante su postura “como primera dama” pues generaba tendencia, a lo que la esposa del presidente López Obrador respondió: “Yo no soy primera dama de nada”. 

 
También lee: “Es conmigo, no con ellos"", responde AMLO a ataques a su esposa e hijo
 

Quejas al gobierno, diríjanse a Palacio Nacional

“Una cosa es no asumirse como 'primera dama'  y, otra cosa, es hacerse ojo de hormiga en los temas que afectan a las mujeres. ¡Qué vergüenza!”, escribió Javier Lozano a Gutiérrez Müller en febrero de 2019, a lo que la esposa del presidente respondió: “No me asumo como primera dama de nada ni de nadie”.
“Repito: quejas al gobierno, diríjanse a Palacio Nacional, por favor. Incluido usted”, añadió.

 

Sigo esperando una disculpa pública

Luego de que el Consejo Nacional para Prevenir la Discriminación (Conapred) convocó a un foro para hablar sobre racismo, donde participaría Chumel Torres, Gutiérrez Müller cuestionó la presencia del comunicador. 
 
“¿A este personaje invitan a un foro sobre discriminación, clasismo y racismo? Sigo esperando una disculpa pública de este individuo sobre los ataques a mi hijo menor de edad”, escribió la esposa de López Obrador en Twitter.
Ante la polémica por la cancelación del foro, Gutiérrez Müller volvió a utilizar Twitter para decir que nada tuvo que ver con la renuncia de Mónica Maccise, titular de Conapred y organizadora del evento. 


10 meses fuera de Twitter 

El 3 de mayo  de 2019, Gutiérrez Müller anunció su salida de la red social: “Aquí la dejo. Ánimo @TwitterSeguro @TwitterLatAm con la limpieza de #bots, ganan pero pierden”. Regresó más de 10 meses después, el 16 de marzo de 2020:
 
“Por razones estrictamente sanitarias levanto mi huelga en @TwitterLatAm. Aviso que no leeré ninguna cochinada aunque paguen y se envilezcan. Volveré a la huelga cuando estemos salvos.”
 

Son cuotas que se tiene que pagar
 
En días pasados, la historiadora se volvió tendencia en redes sociales luego de que un hombre compartió un video el que se observa cómo la increpa arriba de un avión rumbo a Cancún.
 
Al respecto, el presidente López Obrador expresó su solidaridad con Gutiérrez Müller y destacó la actitud de no confrontar. 
 
“Son cuotas que se tiene que pagar, a veces hasta de la humillación se está luchando por una transformación”, expresó el Presidente. 
También lee: Del “hay que abrazarse, no pasa nada” a “ como anillo al dedo”: las frases de AMLO sobre el Covid-19
 

#EsUnHonorViajarConObrador
 
En febrero pasado, la esposa del Presidente escribió la etiqueta “es un honor viajar con Obrador”, en apoyo a su esposo luego de que una familia bajó del avión donde iba el presidente rumbo a Villahermosa, Tabasco. 
 
Gutiérrez Müller acompañó la publicación con un video en el que se observa el exterior desde la ventana de un avión. 
 

Fin a insultos, discriminación y odio 

Con “buena voluntad”, Gutiérrez Müller pidió, el pasado 7 de mayo a Twitter, poner fin a insultos, discriminación e incitación al odio en esa red social y refirió que los “bots y trolls” que permiten contratar “son una plaga que daña como pandemia”. 
Asimismo, animó a la red social a parar las noticias falsas. 
 

Cambio de opinión

Poco antes de la conmemoración del Día Internacional de la Mujer, la escritora convocó a través de su cuenta de Instagram a “un día sin mujeres” el 9 de marzo, en protesta contra la violencia de género, pero horas después compartió otra imagen con la leyenda “no al paro nacional”. 
 
Tras el cambio de opinión, usuarios de redes sociales cuestionaron a la esposa del Presidente, quien previamente había convocado a “no niñas a la escuela, no maestras, no mujeres en la calle, no vayas a tu trabajo, no vayas al super, no salgas ni a la esquina”. 
También lee: Tras llamar a ""Un día sin mujeres"", Beatriz Gutiérrez dice #NoAlParoNacional
 

Esto se llama censura 

En las protestas del Día Internacional de la Mujer, Gutiérrez Müller exclamó “así no” en Facebook al reprobar el ataque con bombas molotov contra policías que resguardaban Palacio Nacional. 
 
Tras hacerse viral el video que compartió, acusó a la plataforma de censura y refirió que el material había sido borrado. 
 
""Ayer publiqué un video sobre el momento en que una persona lanza un petardo hacia las mujeres policías que resguardaban la puerta de Palacio Nacional. Hacia las 9 de la noche, lo habían visto unos 3 millones de personas. Mi texto solo decía 'Así no'. Hoy, 9 de marzo, el video ha sido ‘desaparecido’ por la compañía Facebook. Esto se llama censura.
""¿Alguna explicación, señores de #Facebook? ¿Así de estrictos son con los miles de contenidos violentos, criminales, humillantes, de acoso a mujeres y niños (incluida a una servidora y a mi hijo), de apología del delito y otros más, que dejan correr como agua, cada minuto, todos los días, en su red social?
¿Y qué respuesta me dan a las páginas que he denunciado y que siguen circulando? #NoViolencia #NoCensura"", escribió.
Tras la queja, el video que compartió la esposa del Presidente regresó con la advertencia de “contenido violento”. 
Ante las polémicas de la doctora Beatriz Gutiérrez Müller en lo que va del gobierno de López Obrador, el Presidente ya salió en su defensa y aseguró que ella  “es una mujer independiente y con criterio”, además que expresa lo que piensa, no la censura y tampoco no limita su libertad.
“Es conmigo no con ellos, mi esposa no va a ser candidata a nada, ella no es primera dama”, expresó López Obrador al defender a su esposa y a su hijo.
 

Familia y cariño aparte, es un privilegio ayudar en la transformación democrática de México. ¡Segundo aniversario de la victoria! «Empresa de tanta gloria / solo intentarlo es victoria” (Lope de Vega). pic.twitter.com/vUpO8KVx5s
 — Beatriz Gutiérrez Müller (@BeatrizGMuller) July 1, 2020

ml/ed
","Los reclamos, disculpas y polémicas de Gutiérrez Müller en redes sociales",http://www.eluniversal.com.mx/nacion/beatriz-gutierrez-sus-reclamos-disculpas-y-polemicas-en-redes-sociales
"  



    googletag.cmd.push(function() {
      googletag.display(""dfp-ad-top3_content"");
    });
  


El gobierno del Estado de México a través de la Secretaría del Medio Ambiente informó que se mantiene el cierre de operaciones de los Centros de Verificación de Emisiones Contaminantes de Vehículos Automotores Autorizados (CVECA)
A través de un comunicado, la dependencia estatal puntualiza “hasta que las autoridades sanitarias correspondientes determinen la apertura respectiva de las actividades, garantizando en todo momento las medidas de prevención e higiene necesarias para contener la propagación del coronavirus Covid-19”.
Asimismo, por esta vez el horario de servicio de los Centros de Verificación, será de 07:00 a 20:00 horas de lunes a sábado, por lo que se deberá contar con cita programada y los Verificentros no podrán prestar servicio sin ella.
Citas verificación Edomex 2020
Las citas podrán agendarse a través del sitio web http://smahologramas.dsinet.com.mx/RegistroCitas.
Una vez reiniciadas las operaciones en los Verificentros, la verificación vehicular deberá realizarse antes del 31 de diciembre de 2020, de acuerdo con la terminación de la placa conforme a lo establecido en el calendario.
Nuevo calendario y horario verificación vehicular Edomex 
Cabe señalar, que los verificentros del Estado de México no reinician actividades en junio como se había establecido en el portal de la dependencia estatal.
“Las actividades de los Centros de Verificación de Emisiones Contaminantes de Vehículos Automotores Autorizados (CVECA) en el Estado de México y Talleres Autorizados para el Programa Integral de Reducción de Emisiones Contaminantes que se encuentran suspendidas, se reanudarán hasta que las autoridades sanitarias correspondientes determinen la reactivación de las actividades gubernamentales, garantizando, en todo momento, las medidas de prevención e higiene correspondiente”, indica el periódico del estado.
Cuando reinicien actividades, el horario de servicio de los CVECA será por única ocasión de 07:00 a 20:00 horas de lunes a sábado de manera obligatoria o el que determine la dirección General de Prevención y Control de la Contaminación Atmosférica (DGPCCA).
Para realizar la verificación vehicular se deberá contar con cita programada, de lo contrario el CVECA no podrá prestar el servicio al usuario.
Para agendar la cita deberá programarla en la siguiente dirección electrónica: http://smahologramas.dsinet.com.mx/RegistroCitas
La verificación vehicular correspondiente al primer semestre del 2020 deberá realizarse, por única ocasión, antes del 31 de diciembre del 2020, conforme al último dígito de las placas de circulación, de acuerdo a lo siguientes términos:



Terminaciòn de placa 
Plazo a partir del reinicio de actvidades de los CEVCA 


7 u 8 
30 dias naturales 



3 0 4

60 dìas naturales 


1 0 2
90 días naturales


9 o 0 
120 dias naturales



Los vehículos con terminación de placa 5 o 6, que no obtuvieron su constancia de verificación vehicular en enero y febrero de 2020, se harán acreedores a la sanción correspondientes.
Te Puede Interesar: 
Verificación vehicular Edomex: Autos verificarán una vez durante 2020
Verificentros del Estado de México: No abrirán a principios de junio
¿Cuándo termina el Hoy No Circula Covid Edomex?
Nuevo calendario Verificación Vehicular Edomex: Cómo es y la multa
Si quieres saber más sobre le verificación vehicular Edomex 2020 revisa la Gaceta del Gobierno a partir de la página 28: 
GACETA DEL GOBIERNO EDOMEX ... by JuanMiranda on Scribd

",Citas para verificar Edomex 2020: Entérate ,http://www.unionedomex.mx/articulo/2020/06/02/gente/citas-para-verificar-edomex-2020-enterate
 ,,https://www.eluniversal.com.mx/mundo/coronavirus-covid-19
"  
Museos, zonas arqueológicas, bibliotecas, centros de trabajo y las tres escuelas del Instituto Nacional de Antropología e Historia (INAH) serán abiertos de forma gradual cuando el semáforo epidemiológico se encuentre en amarillo y verde.

Una vez que los espacios comiencen su reapertura, tanto usuarios como trabajadores del INAH deberán mantener una distancia de por lo menos 1.5 metros, evitar concentraciones y usar cubrebocas y gel antibacterial, explicó el Instituto en el documento Plan de Retorno e Incorporación a la Nueva Normalidad.

“Se trata de un protocolo general, porque con la pandemia nada es definitivo, todo está sujeto a la evidencia científica, al dato estadístico, al comportamiento de la epidemia. Seguimos en la fase de contagios, pero esto puede cambiar si no atendemos correctamente las medidas. El protocolo tiene la característica de tener medidas sujetas al avance o retroceso de los semáforos que aplican para cada entidad, región o municipio”, declaró en entrevista Diego Prieto, director del INAH.

Los espacio culturales

En total, el INAH tiene 188 centros de trabajo, tres escuelas: la de Antropología e Historia, la de Antropología e Historia del Norte de México y la de Conservación, Restauración y Museografía (ENCRyM); así como 98 bibliotecas y acervos, 194 zonas arqueológicas y 162 museos.

Todos esos espacios deberán seguir el Plan hacia la nueva normalidad, documento para cuya elaboración se tomaron en cuenta experiencias de otros países.

“En las escuelas ya tenemos medidas para cerrar el ciclo y para abrir el siguiente ciclo conforme lo indique el semáforo”, indicó.

El INAH, señaló Prieto, cuenta con una Dirección de Operación de Sitios que no sólo sistematiza las experiencias nacionales, sino también las internacionales en materia de sitios arqueológicos, paleontológicos o de expresiones gráfico-rupestres.

“Observamos que primero debemos seguir las medidas de sanidad e higiene; segundo, que debemos tener cuidado en el ingreso, por lo tanto deberemos marcar con claridad la distancia en las filas de acceso; tercero, debemos tener mucho cuidado en las taquillas; y cuarto, debemos tener presente no tanto y no sólo el aforo, sino sobre todo la distribución de las personas en el espacio”, sostuvo.

El antropólogo ejemplifica lo que pasaría en una zona arqueológica como Teotihuacan, ubicada en el Estado de México, y considerada una de las más visitadas del país.

En Teotihuacan, estimó Prieto, podría haber hasta 2 mil personas con la debida distancia; sin embargo, el congestionamiento se podría dar cuando los visitantes decidan subir a alguna de las pirámides.

“Se nos complicaría mucho que hubiera 200 personas en la cima o en el vértice de la Pirámide del Sol; en alguna medida tendremos que limitar el acceso a ciertas estructuras, o por lo menos asegurarnos de que accedan grupos muy reducidos e individuos separados de manera conveniente”.

Diego Prieto reconoció que en algunas entidades ya los han exhortado para que abran ciertas zonas arqueológicas, por ejemplo, las de Quintana Roo (Tulum, Cobá o Kohunlich), porque ya han comenzado a llegar los turistas.

“La cantidad de turistas no será presión para que el INAH abra sus puertas. El valor fundamental es la vida y la salud tanto de los trabajadores como de los visitantes”.

En la elaboración del Plan también participó la Coordinación Nacional de Museos y Exposiciones, a cargo de Juan Manuel Garibay quien, dijo Prieto, realizó estudios sobre el aforo y la distribución de los visitantes en salas para que no haya acercamientos entre el público, además de que tomó en cuenta las experiencias de otros espacios, como el Louvre, en Francia, o el LACMA, en Estados Unidos.

“Para los museos como el de Antropología se ha considerado disminuir la cantidad de personas, no retirar piezas de las salas. Por ejemplo, se puede tener una sala de 400 metros cuadrados, pero las piezas ocupan 250 y sólo quedan 150 como espacio para el desplazamiento de los visitantes; en ese caso tendremos que tomar en cuenta el espacio de circulación”.

El Plan también se hizo de manera conjunta con las agrupaciones sindicales, como el sector INAH del Sindicato Nacional Democrático de Trabajadores de la Secretaría de Cultura (SNDTSC) o el Sindicato Nacional de Profesores de Investigación Científica y Docencia (SNPICD). Ambos avalaron el documento.

“La revisión del protocolo para posibles cambios será semanal y se hará con representantes de la Dirección General del INAH y con representantes de los sindicatos. Lo estipulado en el plan se seguirá mientras no se requiera alguna modificación”, explicó Gustavo Ramírez, integrante del SNPICD.

Por su parte, Carlos Hernández, del SNDTSC, explicó que en la última reunión con Diego Prieto (el viernes pasado), “el director del INAH reconoció que el documento estaba sujeto para puntualizarse. Nos interesa que tengamos los equipos de protección (cubrebocas, gel antibacterial), que se surta en los centros de trabajos cuando haya una reapertura, algo que en la primera y segunda fase fue difícil garantizar, pero ahora ya se nos aseguró”.



Las multitudes en la cima de las pirámides estarán limitadas. Foto: ARCHIVO EL UNIVERSAL

 

Limpieza constante

Para poder ingresar a los espacios del INAH, a las personas se les tomarán la temperatura, además, al final de cada jornada habrá una sanitización.

“Todas las medidas significarán un gasto extraordinario que tendremos que sufragar. Calculamos que serían 300 mil pesos para insumos y materiales, porque compañeros de la ENCRyM y Coordinación de Conservación ya han habilitado procesos para hacer alcohol en gel, que podremos repetir para este momento. Ya le pedí a María del Carmen Castro, titular de la Coordinación de Conservación, que analice cuáles son las medidas de sanitización para una sala de museo, de manera que apliquemos material que no afecte la estabilidad de los bienes culturales”, indicó Prieto.

Zonas de la península de Yucatán, a la espera



Tulum recibió un millón 996 mil 544 visitantes en 2019. Foto: ARCHIVO EL UNIVERSAL

 

Al igual que las zonas arqueológicas del resto del país, las ubicadas en la península de Yucatán no han reabierto al público, toda vez que ni el gobierno federal ni los estatales la consideran actividad esencial en la “nueva normalidad”.

En entrevista con EL UNIVERSAL, los delegados del INAH en Quintana Roo y Campeche, Margarito Molina y Adriana Velázquez Morlet, respectivamente, coincidieron en que se prevé que las zonas arqueológicas sean de las últimas en reanudar operaciones totalmente, por la complejidad para mantener sana distancia, sobre todo en sitios altamente visitados como Chichén Itzá, en Yucatán o Tulum, en Quintana Roo.

Margarito Molina señaló que la reapertura podría ocurrir cuando el semáforo epidemiológico marque color amarillo.

Velázquez Morlet comentó: “Es complicado hablar de abrir ahora. Creo que seremos de los últimos. Imagínese Chichén o Tulum, con la cantidad de gente que les visita”. Tan sólo Quintana Roo cuenta con 12 zonas arqueológicas: Cobá, Dzibanché, El Meco, El Rey, Kohunlich, Muyil, Oxtankah, San Gervasio, Tulum, Xcaret, Xel-Há y Chacchoben. En total recibieron en 2019 a 3 millones 193 mil 904 visitantes, 6% menos que en 2018. El año pasado Tulum recibió a un millón 996 mil 54.

En Yucatán hay 16 zonas arqueológicas, siendo Chichén Itzá y Uxmal las más visitadas, además de Uxmal, Ek Bamal, Dzibilchaltun y Kabah, entre otras.

Adriana Varillas/ Corresponsal de El Universal
",INAH: “Turismo no nos presionará para abrir museos y zonas arqueológicas”,https://oaxaca.eluniversal.com.mx/nacion/23-06-2020/inah-turismo-no-nos-presionara-para-abrir-museos-y-zonas-arqueologicas
"  Miguel viajó desde Veracruz para comprar un auto, pero encontró la muerte a balazos frente a su padre en calles de la colonia Miguel Hidalgo, en Tláhuac.
Miguel, de 21 años, y su padre Marcelino, de 51, viajaron desde Xalapa para comprar un vehículo, traían consigo 150 mil pesos y los vendedores los citaron en la calle Aída esquina con Gregorio Allegri, en dicha colonia.
Sin embargo, cuando llegaron al lugar acordado —en una camioneta Nissan Pick up blanca, cerca de las 19:30 horas del jueves— fueron sorprendidos por sujetos, que los amagaron a punta de pistola.
Miguel se opuso y fue asesinado al volante de la camioneta que conducía. Los disparos alcanzaron a su progenitor, quien sufrió una herida en el muslo derecho.
“Se encuentra un masculino del lado del conductor, presenta un impacto en el tórax anterior lado izquierdo”, indican los informes del sector Zapotitla.
El difunto, identificado como Miguel Jair Solano Méndez, de 21 años, fue llevado a la morgue local.
La Fiscalía capitalina inició las indagatorias correspondientes para dar con los agresores.
 
",,https://www.elgrafico.mx/la-roja/hombre-viaja-la-cdmx-para-comprar-un-carro-y-encuentra-la-muerte-su-padre-lo-ve-morir
 ,,https://www.eluniversalvideo.com.mx/videos/v_t1Um5jGJvws.html
"  
Al enviar una felicitación a la población y al gobierno de Estados Unidos por el Día de su Independencia que se celebra este sábado, el presidente Andrés Manuel López Obrador aseguró que su visita que hará la próxima semana a la Unión Americana, donde se reunirá con su homólogo Donald Trump, lo hará con decoro y mucha dignidad.
En un breve video difundido en sus redes sociales, el titular del Ejecutivo federal señaló que esta visita que iniciará el miércoles 8 de julio en Washington, tiene el propósito de celebrar la entrada en vigor del Tratado entre México, Estados Unidos y Canadá (T-MEC), acuerdo comercial que para nuestro país, indicó, es muy oportuno porque permitirá que se reactive la economía tras el impacto generado por la pandemia del Covid-19.
“Un día como hoy 4 de julio de 1776, el congreso estadounidense proclamó la independencia de ese gran país, de esa gran nación, Estados Unidos. El presidente Thomas Jefferson fue el que escribió el acta de independencia de Estados Unidos, de modo que este día memorable enviamos un saludo, una felicitación a todo el pueblo de Estados Unidos, nuestros vecinos, y a su gobierno”
“Aprovecho para informarle al pueblo de México, a todas y a todos ustedes de que la semana próxima voy a estar en Washington, me voy a encontrar con el presidente de Estados Unidos, Donald Trump. El propósito del viaje es la entrada en vigor del Tratado de Libre Comercio con Canadá, Estados Unidos y nuestro país, es un gran acuerdo, muy oportuno porque esto va a permitir que se reactive la economía en nuestro país, que se generen empleos y que haya bienestar para nuestro pueblo”
Leer más: El Foco. Así será la reunión entre Trump y AMLO
“Voy representándoles y no tengan la menor duda, lo voy a hacer como ustedes lo merecen, con decoro y con mucha dignidad, haciendo valer la fortaleza de nuestra gran nación, de México”, comentó el mandatario desde su oficina en Palacio Nacional.

maot

 
",Voy a EU con decoro y mucha dignidad: AMLO,http://www.eluniversal.com.mx/nacion/politica/amlo-voy-eu-con-decoro-y-mucha-dignidad
