uid,body,title,url,newspaper_uid,host,n_tokens_title,n_tokens_body
c2fb3904f17725336195eba4f30448fe,"  Vive USA08:53 | Viernes 03 de Julio 2020  La actriz colombiana deseó felices fiestas con una imagen 'throwback' La actriz Sofía Vergara se adelantó a los festejos del Día de la Independencia y compartió una fotografía en Instagram para celebrar el 4 de julio. La actriz colombiana deseó felices fiestas a los estadounidenses con una imagen throwback de su personaje GloriaPritchett en Modern Family. Presumió su silueta torneada ataviada con un short de mezclilla de estampado patriótico y una camiseta negra con una águila blanca al frente. Sofía Vergara completó su look con zapatillas azules de charol y optó por arracadas plateadas. Sumó cerca de medio millón de reacciones.     Ver esta publicación en Instagram         #tbt I miss Gloria!! #4thOfJuly #ModernFamilyUna publicación compartida por  Sofia Vergara (@sofiavergara) el 2 de Jul de 2020 a las 12:48 PDTEn abril, Sofía Vergara se despidió de la serie Modern Family que la catapultó como una las actrices más reconocidas y mejor pagadas de Estados Unidos. El papel de Gloria Pritchett le llevó a ser una latina exitosa en Hollywood. En 2020, reportó ganancias por 43 millones de dólares, según la revista Forbes. “Sofía Vergara cambió por años la forma en la que el estadounidense común veía a los latinos. Aunque su personaje gira en torno al estereotipo de la mujer latina voluptuosa, Gloria fue demostrando que era más que una caricatura”, dijo Alex Nogales, presidente de la National Hispanic Media Coalition, a la agencia EFE. “En un espacio de entretenimiento audiovisual cada vez más fragmentado, Modern Family fue la última producción de televisión en lanzar masivamente la carrera de un actor, como sucedió con Vergara”, indicó. Actualmente trabaja como jueza en el programa America's Got Talent. Además tiene un imperio en torno a su imagen, con líneas de muebles, ropa y hasta cafeteras.Sofía Vergara es embajadora de la lujosa marca Dolce Gabbana. Deslumbró al modelar la colección de verano en su cuenta de Instagram. Lució un vestido con estampado violetas de corte sirena, se ajustó a su figura curvilínea.     Ver esta publicación en Instagram           Una publicación compartida por Sofia Vergara (@sofiavergara) el 2 de Jul de 2020 a las 2:37 PDTTambién posó con un modelo animal print y cautivó con un vestido de mangas largas y estampado rosa.     Ver esta publicación en Instagram         Summer is coming #DolceUna publicación compartida por  Sofia Vergara (@sofiavergara) el 16 de Jun de 2020 a las 1:16 PDTMira las fotos de Sofía Vergara en la galería.  Tags: Sofia Vergara4 de julioCelebridades",sofia vergara impacta con minishort para celebrar el 4 de julio,https://www.viveusa.mx/showbiz/sofia-vergara-impacta-con-minishort-para-celebrar-el-4-de-julio,eluniversal,www.viveusa.mx,6,228
45314df8192b4e55b7896dcdd58990a5,"  La Voz México 2020 María José es coach de La Voz México 2020. Dará competencia a Belinda, Ricardo Montaner y Christian Nodal. Tiene 44 años de edad.  55888Facebook Twitter Google Pinterest Whatsapp    Héctor Ledezma - UN1ÓN Yucatán | 02/06/2020 17:30     googletag.cmd.push(function() {      googletag.display(""dfp-ad-top3_content"");    });  María José se estrena como coach de La Voz México 2020 en Televisión Azteca.Es su primera vez en este reality show, aunque ya estuvo en otros como Pequeños Gigantes, Bailando por un Sueño, ambos en Televisa.Y en México tiene talento en Azteca, por lo cual es una de las pocas famosas que pueden darse el lujo de trabajar en ambas televisoras.En el último año estuvo en Televisa con Esta historia me suena.Edad y estatura de María JoséLa Josa, como le dicen de cariño a la cantante, es considerada de las mejores voces de México.María José mide 1.69 m. de estatura, de acuerdo con varias fuentes.Nació el 12 de enero de 1976, tiene 44 años de edad. Muchos la ubican desde que formaba parte de Kabah, donde era sin duda, la mejor voz.Su carrera como solista no tuvo un éxito inmediato.Perfil de María JoséMaría José Loyola es de la Ciudad de México y su género de música es pop. Es cantante y actriz. Sus influencias son: Heart, Pat Benatar, Bonnie Tyler, Celine Dion, Mariah Carey, Whitney Houston, Mecano, Eugenia Leon, Rocio Durcal y Cecilia Toussaint.De 1993 a 2005 formó uno de los grupos del pop más emblemáticos de los 90, Kabah, con más de 15 éxitos en la radio como “Al Pasar”, “La Calle de las Sirenas”, “Vive”, “Mai Mai”, “La Vida que Va”, entre otros. A finales del 2005 la agrupación decidió separarse.En 2007 lanzó su primer disco como solista titulado “María José”. Colocó tres singles en el Top 10 de la radio nacional: “Quién Eres Tú” a dueto con Trey Songz, “Donde Está” y “Me Equivoqué”. Realizó el Opening Act del concierto de Gwen Stefani en el Palacio de los Deportes.En 2009 en sociedad con Seitrack, produjo y sacó a la venta su segundo disco como solista titulado “Amante de lo Ajeno” producido por Loris Ceroni y recibió Disco de Oro por el mismo.En 2010 recibió Disco de Platino + Oro por “Amante de lo Ajeno” tras colocar tres sencillos en el No. 1 de la radio nacional “No Soy una Señora”, “Mi Amor Amor” y “Adelante Corazón”.En 2011 recibió Disco de Oro por “Amante de lo Bueno” tras colocar dos singles en el No.1 de la radio nacional “La Ocasión para Amarnos” y “Un Nuevo Amor”. En 2013 recibió Disco de Oro por “De Noche”. Protagonizó el Reality “María José, Secretos de una Diva Mexicana” transmitido por Cosmopolitan TV.Se integró al reencuentro de Kabah en 2015, para realizar la gira “Kabah&OV7 En Vivo” en diferentes ciudades mexicanas, como Acapulco, Guadalajara, Monterrey, Chihuahua y el Auditorio Nacional.Recibió Disco de Oro y Platino por la producción “Kabah&OV7 En Vivo”.En 2019 lanza nuevos sencillos. María José celebra 26 años de trayectoria artística con su nuevo álbum “Conexión”, del cual se desprende su sencillo “Hábito de ti” e incluye la participación de otros artistas. Más de María José y La Voz MéxicoMaría José contra Belinda en La Voz Azteca 2020La Voz México 2020 inicia el 2 de junio, lo que debes saberGanadora de La Voz Azteca 2019","María José, edad, estatura y más de la coach de La Voz México",http://www.unionyucatan.mx/articulo/2020/06/02/espectaculos/maria-jose-edad-estatura-y-mas-de-la-coach-de-la-voz-mexico,eluniversal,www.unionyucatan.mx,7,271
3aa27a54ddb932da0b292e22a5b39e8e,  UNIVERSAL DEPORTESrss ,futbol,http://www.eluniversal.com.mx/deportes/futbol,eluniversal,www.eluniversal.com.mx,1,2
a84a95027a17541047bdc7784849bfb2,"  Carterarss    Foto: Pixabay  Cartera  Carla Martínez Carla Martínez Grupo Coral de la familia Alemán concretó la compra del 50% de Radiópolis, que pertenece a Televisa; el corporativo pretende adquirir 17 estaciones de radio  Corporativo Coral de Grupo Alemán concretó la compra del 50% de Radiópolis que pertenece a Televisa, por poco más de mil 300 millones de pesos.En julio del año pasado, se dio a conocer el interés de Grupo Alemán por adquirir las 17 estaciones de radio de la filial de Televisa.Un mes después, el Instituto Federal de Telecomunicaciones (IFT) aprobó la compra de la mitad del Sistema Radiópolis de Televisa a Corporativo Coral.Lea también: ¿Cómo puedes contratar la oferta celular de Televisa?Sin embargo, la transacción no se concretó a tiempo e incluso hubo litigios de por medio.Finalmente y en medio de la pandemia, la familia Alemán cuenta ya con las estaciones de radio de Televisa.La empresa oficializó la operación en la Bolsa Mexicana de Valores (BMV). En el comunicado, Televisa detalla que el total de la operación fue por mil 248 millones de pesos, al mismo tiempo, la empresa recibió el pago de un dividendo por la cantidad de 285.6 millones de pesos.cev/nv",Familia Alemán concreta adquisición de Radiópolis por mil 300 mdp,http://www.eluniversal.com.mx/cartera/telecom/familia-aleman-concreta-adquisicion-de-radiopolis-por-mil-300-mdp,eluniversal,www.eluniversal.com.mx,7,99
7b295a707edb442ec02adb372101244d, ,inmuebles,https://www.avisooportuno.mx/inmuebles,eluniversal,www.avisooportuno.mx,1,0
bebe996f5927072e655061faf9403c1a,"  Sociedadsan luis potosí   Captura de pantalla Sergio Marín San Luis Potosí Las calificaciones y certificados correspondientes al ciclo escolar 2019-2020, ya están disponibles y pueden consultarse a través de las páginas seslp.gob.mx, http://cpte.gob.mx/calificaciones/ y en la aplicación para celular Calificaciones SLP, informó su titular Joel Ramírez Díaz, quien precisó que en ambos casos es un trámite completamente gratuito. ""Más del 99 por ciento de las calificaciones y certificados están disponibles, pero en algunos casos aún se están capturando los datos y en los próximos días estarán disponibles las calificaciones, por lo que pedimos continuar atentos"", agregó. Ramírez Díaz, mencionó que este es un trámite gratuito y que, con proporcionar la CURP y el grado educativo, se podrán obtener de manera digital los documentos.Agregó que, sujeto a lo que indique el semáforo sanitario, el 6 y 7 de agosto se efectuarán las inscripciones en los planteles escolares, y que el próximo 10 de agosto es el regreso a clases de manera presencial para alumnos de preescolar, primaria y secundaria.  Calificaciones en línea, Boletas y certificados en línea SEP",Ofrece la SEGE consulta de boleta de calificaciones y certificados a través de celular e internet,https://sanluis.eluniversal.com.mx/sociedad/22-06-2020/ofrece-la-sege-consulta-de-boleta-de-calificaciones-y-certificados-traves-de,eluniversal,sanluis.eluniversal.com.mx,9,90
5875ff485218e2b16ce73a5ec9718f3a,"  Carterasan luis potosí   Archivo EL UNIVERSAL Nancy Lizet Hernández  San Luis Potosí Las empresas de la zona industrial han mostrado interés en adelantar los trámites de jubilación a los trabajadores mayores de 60 años que pertenecen al grupo de población con mayor riesgo a contraer Covid-19.El presidente de la Unión de Usuarios de la Zona Industrial, Ricardo Pérez Castillo, afirmó que las empresas podrían recurrir a esta medida como una alternativa viable para los trabajadores que, por el alto riesgo de contagio no han podido incorporarse a sus labores.Pérez Castillo desconoció el número total de empleados en la zona industrial que se encuentran en este rango de edad, aunque aseguró que se estima que es un porcentaje menor al 5 por ciento del total de trabajadores de la industria.Destacó que este tipo de medidas dependen de la capacidad económica de cada empresa, aunado a que será en los próximos meses también cuando de acuerdo a las operaciones de cada compañía, y las exigencias del mercado, las plantas definan si mantendrán sus plantillas laborales o si harán ajustes.“Sabemos que tenemos a la vuelta de la esquina un ajuste y esperemos que sea lo menor posible, es una de las formas que tenemos para nivelar que la gente en edad productiva continúe trabajando, pero eso será una decisión de cada corporativo y es una de las opciones que existen para poder dar de baja a un trabajador, pero obviamente bajo un esquema de jubilación adelantada”, explicó.Programa de prevención ante Covid-19El pasado 24 de junio, los organismos empresariales Canacintra, Coparmex, Canaco, Unión de Usuarios de la Zona Industrial (UUZI), Cmic, IPAC, Amexme y Aderiac presentaron, en coordinación con el Clúster Médico de San Luis Potosí, el Programa de prevención y aseguramiento de la no propagación de Covid-19.Señalaron que dicho programa se constituye de tres etapas: la primera consiste en instalar laboratorios móviles y equipo correcto de protección como mascarillas KN95, sanitizantes y cubrebocas.La segunda etapa consiste en la aplicación de las pruebas serológicas IgG/IgM, avaladas por la Cofepris. La tercera consiste en realizar las pruebas moleculares PCR con las certificaciones que exige el InDRE.El presidente de la Unión de Usuarios de la Zona Industrial (UUZI), Ricardo Pérez, explicó que a través de este programa se pretende reducir el riesgo de contagio al interior de las empresas, sitios públicos y cadena de suministro.lae Pensión adelantada ante Covid-19, coronavirus, trabajadores de la zona industrial, SLP",Empresas potosinas analizan adelantar jubilación a trabajadores de 60 años ,https://sanluis.eluniversal.com.mx/cartera/02-07-2020/empresas-potosinas-analizan-adelantar-jubilacion-trabajadores-de-60-anos,eluniversal,sanluis.eluniversal.com.mx,7,205
23a09563b10c9ff00a8325cfa8de07e2,"  UNIVERSAL DEPORTESrss    Twitter  Universal Deportes  Universal Deportes Universal Deportes El nuevo equipo de la Liga MX, Mazatlán FC presentó su equipación de cara al Apertura 2020  Comienza la Copa por México, torneo que ayudará a algunos equipos de la Liga MX a preparar el inicio del Apertura 2020. Uno de los equipos que más expectativas ha causado en este regreso del futbol mexicano, es el Mazatlán FC, antes Morelia, quien debutará ante Tigres en la Copa por México.A través de sus redes sociales, el nuevo integrante de la Liga MX dio a conocer su uniforme, el primero en la historia de club.  -De color morado como ya se sabía y algunos patrocinadores, el Mazatlan FC se presenta en el balompié mexicano.El equipo dirigido por Juan Francisco Palencia arranca su historia a las 19:00 horas en el Estadio Akrón frente a Tigres en el primer duelo de la Copa por México.   El jersey más chilo, el más auténtico, el que toda la plebada va a querer tener. En Sinaloa hacemos las cosas como queremos y por eso lanzamos este jersey conmemorativo por nuestro debut en la #CopaPorMéxico #ARREbatando pic.twitter.com/P1YXnfuoy0 — Mazatlán F. C. (@MazatlanFC) July 3, 2020 LEER MÁS: Messi se irá del Barcelona en 2021",Mazatlán FC presenta su uniforme,http://www.eluniversal.com.mx/universal-deportes/futbol/liga-mx-mazatlan-fc-presenta-su-uniforme,eluniversal,www.eluniversal.com.mx,4,104
8f354ccc785c9630599c170ef0ec78fc,"  Espectáculos Jordana es hija del comentarista y de Leticia Torres Prince  63500Facebook Twitter Google Pinterest Whatsapp    Roberto Larios I Un1ón Jalisco | 01/06/2020 05:45     googletag.cmd.push(function() {      googletag.display(""dfp-ad-top3_content"");    });  Antes de alcanzar fama por su peculiar forma de narrar los partidos de fútbol, Enrique Bermúdez de la Serna comenzó su peregrinar en Guadalajara, ciudad donde conoció a su esposa y madre de sus dos hijos, Leticia Torres Prince.El experimentador locutor deportivo recordó su inicio en el Canal 58 y cómo un día la persona idónea lo escuchó para invitarlo a participar en los programas de Televisa.Fue en la ‘Perla de Occidente’ donde la familia del ‘Perro’ tuvo su origen; su hijo Vadhir y su bella Jordana vivieron su infancia en esta ciudad y pronto iniciarán un peregrinar por varias ciudades del país para acompañar al comentarista.Con el paso de los años, la pequeña se convirtió en una belleza, en la actualidad Jordana tiene 28 años y dedica su vida a su profesión.Pocas son las fotos que comparte Enrique con su familia, pero en sus redes sociales debes en cuando muestra la belleza de su heredera, la cual la heredó de su mamá.VER:Tania Rincón deja deportes y vuelve a espectáculos",La bella heredera tapatía del ‘Perro’ Bermúdez,http://www.unionjalisco.mx/articulo/2020/06/01/espectaculos/la-bella-heredera-tapatia-del-perro-bermudez,eluniversal,www.unionjalisco.mx,5,97
2ea7fd620deb905f5a7634e98204ca52,"  Culturarss    Foto: Especial  Cultura  Periodistas Cultura Periodistas Cultura Crimen y Castigo  Con motivo de los dos años de su elección, Andrés Manuel López Obrador emitió un mensaje el miércoles. Al inicio dijo: “Estamos llevando a cabo una auténtica transformación política, económica, social y cultural”; sin embargo, en los cerca de 45 minutos que duró el mensaje, los temas culturales sólo tuvieron lugar durante ¡20 segundos!, tiempo que aprovechó para hablar de uno de sus megaproyectos: “Se inició la creación del Complejo Artístico y Cultural Los Pinos, que incluye todo el Bosque de Chapultepec, así como el parque ecológico del Lago de Texcoco, con una inversión autorizada para ambas obras de mil 600 millones de pesos”. ¿De verdad era lo único para mencionar sobre el sector cultural? Quizá sí, sobre todo si se considera que debido a las medidas de austeridad —que también resaltó—, hoy instituciones como el INAH están en una situación crítica. Pero incluso hubo temas que no fueron mencionados en el Informe, como la ciencia. Tal parece que el papel de la cultura y la ciencia en la 4T no tienen lugar ni en los dichos ni en lo hechos.Frentes, movimientos y colectivos se unen. ¿Responderá Presidencia?Durante estos tres meses y medio, desde que México inició la sana distancia y a un mes de que ésta se levantara, colectivos que venían de años atrás y movimientos que se han constituido en fechas recientes han demandado que la Presidencia y la Secretaría de Cultura no dejen al sector en una situación tan precaria por los recortes y la austeridad, que den alternativas a los artistas a cambio de contratos, que haya apoyos a museos que carecen de recursos autogenerados y a los creadores de artes escénicas que han cerrado sus salas. Han sido diversas causas y con razones más que justificadas porque la cultura ha acabado como uno de los sectores más golpeados por la crisis y, de cara al futuro, la recuperación tomará mucho tiempo. Esas causas se habían expresado desde agrupaciones específicas o de forma individual, pero este 1 de julio, cuando se conmemoraron dos años de la elección de Andrés Manuel López Obrador, los movimientos decidieron sumarse en una carta donde exigen al Presidente respuestas claras, urgentes. Son nueve organizaciones las que se han unido en una causa común que llaman “El arte y la cultura son derechos humanos”. Y, como en semanas pasadas, aquí volvemos a dejar en este espacio la misma pregunta: ¿será que Presidencia los escucha esta vez?",En 20 segundos el Presidente resume los logros culturales de la 4T en dos años,http://www.eluniversal.com.mx/cultura/en-20-segundos-el-presidente-resume-los-logros-culturales-de-la-4t-en-dos-anos,eluniversal,www.eluniversal.com.mx,7,202
